,md5hash,fitzpatrick,fitzpatrick_centaur,label,nine_partition_label,three_partition_label,qc,url,url_alphanum,low,mid,high,hasher,REWT_weights,RESM_weights,skin_tone
3636,831143c89522e5c87c74496e2734050e,1,1,3,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome61.jpg,httpwwwdermaamincomsiteimagesclinicalpiceehlersdanlossyndromeehlersdanlossyndrome61jpg.jpg,23,3,2,831143c89522e5c87c74496e2734050e,1.049710400126734,0.0004878048780487,light
9709,9bb292c4b8db5f696b1ae24901251a75,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme71.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme71jpg.jpg,28,4,2,9bb292c4b8db5f696b1ae24901251a75,1.049710400126734,0.0004878048780487,light
4416,1d71014f57baefa26fdd8a5a3dfcbf7f,2,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lichen-amyloidosis/lichen-amyloidosis48.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlichenamyloidosislichenamyloidosis48jpg.jpg,47,4,2,1d71014f57baefa26fdd8a5a3dfcbf7f,1.0341127806575112,0.0002945508100147,light
3453,a379801a871b668c360f23e4c0245292,2,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/localized-scleroderma/localized-scleroderma12.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlocalizedsclerodermalocalizedscleroderma12jpg.jpg,93,4,2,a379801a871b668c360f23e4c0245292,1.0341127806575112,0.0002945508100147,light
12873,3889e119deceb3e9f6b0719ad9431086,3,3,7,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=521,httpwwwatlasdermatologicocombrimgimageId521.jpg,8,7,1,3889e119deceb3e9f6b0719ad9431086,0.9786081491512943,0.0021929824561403,light
14032,401b49c4dbda1a21967d2e27627e4756,4,3,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=5749,httpwwwatlasdermatologicocombrimgimageId5749.jpg,80,4,2,401b49c4dbda1a21967d2e27627e4756,0.9610471985102512,0.0004732607666824,dark
6859,d700ca3e9305035c57a84b1a33881bda,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pseudofolliculitis-barbae/pseudofolliculitis-barbae23.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudofolliculitisbarbaepseudofolliculitisbarbae23jpg.jpg,32,4,2,d700ca3e9305035c57a84b1a33881bda,1.0341127806575112,0.0002945508100147,light
11510,53831c8d2a78ab2bc998faf28d50e3ff,4,5,3,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/ehlers_danlos_syndrome/ehlers_danlos_syndrome57.jpg,httpwwwdermaamincomsiteimagesclinicalpiceehlersdanlossyndromeehlersdanlossyndrome57jpg.jpg,23,3,2,53831c8d2a78ab2bc998faf28d50e3ff,0.9610471985102512,0.0004732607666824,dark
12846,bdbaaeeb56f1c91d09af011022137fd7,4,4,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=1965,httpwwwatlasdermatologicocombrimgimageId1965.jpg,28,4,2,bdbaaeeb56f1c91d09af011022137fd7,0.9610471985102512,0.0004732607666824,dark
9909,26821c67d992f5a9b53d67c96e9f4d2f,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris257.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris257jpg.jpg,2,4,2,26821c67d992f5a9b53d67c96e9f4d2f,1.049710400126734,0.0004878048780487,light
8111,a03cc03b76f3b25aca3280047a879e9d,3,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis38.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis38jpg.jpg,91,4,2,a03cc03b76f3b25aca3280047a879e9d,1.0162008279234411,0.0004206983592763,light
5188,8599c9a4bf7feba4c8e1304c14177097,3,-1,0,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/L/lymphangioma/lymphangioma14.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlymphangiomalymphangioma14jpg.jpg,54,0,0,8599c9a4bf7feba4c8e1304c14177097,0.9394638231852428,0.0021052631578947,light
6553,a2e120e58638f88c34e88486a51e2110,2,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/phytophotodermatitis/phytophotodermatitis44.jpg,httpwwwdermaamincomsiteimagesclinicalpicpphytophotodermatitisphytophotodermatitis44jpg.jpg,75,4,2,a2e120e58638f88c34e88486a51e2110,1.0341127806575112,0.0002945508100147,light
13898,f7d3995552afe7ba850f32a3d6b997e3,4,4,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=8781,httpwwwatlasdermatologicocombrimgimageId8781.jpg,31,4,2,f7d3995552afe7ba850f32a3d6b997e3,0.9610471985102512,0.0004732607666824,dark
476,84d8616020e202285cb4b5505d18541b,3,2,7,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/b/basal_cell_carcinomas_cystic/basal_cell_carcinomas_cystic24.jpg,httpwwwdermaamincomsiteimagesclinicalpicbbasalcellcarcinomascysticbasalcellcarcinomascystic24jpg.jpg,8,7,1,84d8616020e202285cb4b5505d18541b,0.9786081491512943,0.0021929824561403,light
14162,f41d1a82848762be8e8033c0269d5eb5,6,5,3,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4830,httpwwwatlasdermatologicocombrimgimageId4830.jpg,66,3,2,f41d1a82848762be8e8033c0269d5eb5,0.8748650776068891,0.0018867924528301,dark
14300,67f3fd31b44095d4a74fbe9a08f47ff2,4,3,1,benign epidermal,benign,,http://atlasdermatologico.com.br/img?imageId=6108,httpwwwatlasdermatologicocombrimgimageId6108.jpg,85,1,0,67f3fd31b44095d4a74fbe9a08f47ff2,1.0222169884847945,0.0027247956403269,dark
11253,d5ffa3d03e02434a2ab729105d5820a6,2,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/folliculitis/folliculitis26.jpg,httpwwwdermaamincomsiteimagesclinicalpicffolliculitisfolliculitis26jpg.jpg,32,4,2,d5ffa3d03e02434a2ab729105d5820a6,1.0341127806575112,0.0002945508100147,light
11665,24fb83f0f0917e0d004fbb999d089831,5,4,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis/sarcoidosis21.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosissarcoidosis21jpg.jpg,91,4,2,24fb83f0f0917e0d004fbb999d089831,0.9123066013448348,0.0008149959250203,dark
10308,f7860a668bff417fdf35a16e8229a587,1,1,8,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/superfacial-spreading-melanoma/superfacial-spreading-melanoma96.jpg,httpwwwdermaamincomsiteimagesclinicalpicssuperfacialspreadingmelanomasuperfacialspreadingmelanoma96jpg.jpg,103,8,1,f7860a668bff417fdf35a16e8229a587,0.8775868429803475,0.0022075055187637,light
5541,16b8c5854813ef70da1bcba5eed1b5c8,2,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-inversa/psoriasis-inversa26.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisinversapsoriasisinversa26jpg.jpg,86,4,2,16b8c5854813ef70da1bcba5eed1b5c8,1.0341127806575112,0.0002945508100147,light
11529,3935593e5653180036a9e9223ed684d7,4,5,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/nevoid_hypopigmentation/nevoid_hypopigmentation1.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevoidhypopigmentationnevoidhypopigmentation1jpg.jpg,20,4,2,3935593e5653180036a9e9223ed684d7,0.9610471985102512,0.0004732607666824,dark
2245,a0e74d2016641857799c67cbbc6aefbc,5,5,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis-genital/psoriasis-genital11.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasisgenitalpsoriasisgenital11jpg.jpg,86,4,2,a0e74d2016641857799c67cbbc6aefbc,0.9123066013448348,0.0008149959250203,dark
12378,613bb35e2fb482c4bb7a4925ec0743b3,2,2,7,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6854,httpwwwatlasdermatologicocombrimgimageId6854.jpg,98,7,1,613bb35e2fb482c4bb7a4925ec0743b3,0.8741153030106127,0.0013477088948787,light
14101,a08cfade611fa7c8514f960b996432a6,5,5,3,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4798,httpwwwatlasdermatologicocombrimgimageId4798.jpg,66,3,2,a08cfade611fa7c8514f960b996432a6,0.9123066013448348,0.0008149959250203,dark
13095,0a085e869f186c36c6dd433490f4fcfa,3,3,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3198,httpwwwatlasdermatologicocombrimgimageId3198.jpg,64,4,2,0a085e869f186c36c6dd433490f4fcfa,1.0162008279234411,0.0004206983592763,light
13231,34eb78207519afd3d4835e52a67218d5,2,3,7,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=646,httpwwwatlasdermatologicocombrimgimageId646.jpg,8,7,1,34eb78207519afd3d4835e52a67218d5,0.8741153030106127,0.0013477088948787,light
13036,97c2b2665a96c098a5915a8090eb4139,3,3,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6485,httpwwwatlasdermatologicocombrimgimageId6485.jpg,89,4,2,97c2b2665a96c098a5915a8090eb4139,1.0162008279234411,0.0004206983592763,light
1778,f43ee37e908c82fd840faff76513786b,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus/lupus_erythematosus67.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosuslupuserythematosus67jpg.jpg,51,4,2,f43ee37e908c82fd840faff76513786b,1.049710400126734,0.0004878048780487,light
10170,9ceebea9d23c4dd1472ee22edba3913a,2,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema-nodosum/erythema-nodosum15.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemanodosumerythemanodosum15jpg.jpg,29,4,2,9ceebea9d23c4dd1472ee22edba3913a,1.0341127806575112,0.0002945508100147,light
3024,25f8a7cac8cb6f7d76782067bc3400c3,5,5,1,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/p/prurigo_nodularis/prurigo_nodularis93.jpg,httpwwwdermaamincomsiteimagesclinicalpicpprurigonodularisprurigonodularis93jpg.jpg,85,1,0,25f8a7cac8cb6f7d76782067bc3400c3,1.300628302358137,0.0062893081761006,dark
179,8bb00e1c90499ee2035478cda18c7127,2,1,4,inflammatory,non-neoplastic,5 Potentially,https://www.dermaamin.com/site/images/clinical-pic/s/solar-comidon/solar-comidon5.jpg,httpwwwdermaamincomsiteimagesclinicalpicssolarcomidonsolarcomidon5jpg.jpg,91,4,2,8bb00e1c90499ee2035478cda18c7127,1.0341127806575112,0.0002945508100147,light
7572,40b939b87bed6fd646a24c27859e1a47,3,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pseudofolliculitis-barbae/pseudofolliculitis-barbae3.jpg,httpwwwdermaamincomsiteimagesclinicalpicppseudofolliculitisbarbaepseudofolliculitisbarbae3jpg.jpg,32,4,2,40b939b87bed6fd646a24c27859e1a47,1.0162008279234411,0.0004206983592763,light
1105,1e3947e35a705843429a47848fe29eb6,4,4,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus_erythematosus_systemic/lupus_erythematosus_systemic18.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupuserythematosussystemiclupuserythematosussystemic18jpg.jpg,51,4,2,1e3947e35a705843429a47848fe29eb6,0.9610471985102512,0.0004732607666824,dark
15765,ee71a2faae114b91878f7460a0ce9d6f,2,2,7,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=594,httpwwwatlasdermatologicocombrimgimageId594.jpg,8,7,1,ee71a2faae114b91878f7460a0ce9d6f,0.8741153030106127,0.0013477088948787,light
12926,f4d456cd77a7cc3880fc96b5f01cdeee,4,5,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=4107,httpwwwatlasdermatologicocombrimgimageId4107.jpg,51,4,2,f4d456cd77a7cc3880fc96b5f01cdeee,0.9610471985102512,0.0004732607666824,dark
13511,70a0b051fb01abcd5cdd01bf8b6aa5da,4,2,7,malignant epidermal,malignant,1 Diagnostic,http://atlasdermatologico.com.br/img?imageId=666,httpwwwatlasdermatologicocombrimgimageId666.jpg,8,7,1,70a0b051fb01abcd5cdd01bf8b6aa5da,1.2463575906110285,0.0033222591362126,dark
12216,9356818506b1d550379e01897aa9f811,3,4,7,malignant epidermal,malignant,,https://www.dermaamin.com/site/images/clinical-pic/s/squamous-cell-carcinoma/squamous-cell-carcinoma63.jpg,httpwwwdermaamincomsiteimagesclinicalpicssquamouscellcarcinomasquamouscellcarcinoma63jpg.jpg,98,7,1,9356818506b1d550379e01897aa9f811,0.9786081491512943,0.0021929824561403,light
582,11bee91943e3e14af9a21326fc13ad64,2,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/eosinophilic_pustula_folliculitis/eosinophilic_pustula_folliculitis25.jpg,httpwwwdermaamincomsiteimagesclinicalpiceeosinophilicpustulafolliculitiseosinophilicpustulafolliculitis25jpg.jpg,32,4,2,11bee91943e3e14af9a21326fc13ad64,1.0341127806575112,0.0002945508100147,light
14670,6d26c54ea783d44f038562bfacbe4043,5,3,0,benign dermal,benign,,http://atlasdermatologico.com.br/img?imageId=2311,httpwwwatlasdermatologicocombrimgimageId2311.jpg,35,0,0,6d26c54ea783d44f038562bfacbe4043,1.300628302358137,0.0062893081761006,dark
2529,d33a6dabd12e69b60f9d72f9fa6eab7e,2,-1,1,benign epidermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/n/nevus-sebaceous-of-jadassohn/nevus-sebaceous-of-jadassohn86.jpg,httpwwwdermaamincomsiteimagesclinicalpicnnevussebaceousofjadassohnnevussebaceousofjadassohn86jpg.jpg,70,1,0,d33a6dabd12e69b60f9d72f9fa6eab7e,0.9666073842531664,0.0014903129657228,light
5876,b709737a0b6203f71680fc4a478dbfbf,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_exsudativum_multiforme_minor_form/erythema_exsudativum_multiforme_minor_form5.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemaexsudativummultiformeminorformerythemaexsudativummultiformeminorform5jpg.jpg,28,4,2,b709737a0b6203f71680fc4a478dbfbf,1.049710400126734,0.0004878048780487,light
2486,a5ab69f0fec47fd134571b4ed4077e0d,4,4,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/f/filariasis/filariasis4.jpg,httpwwwdermaamincomsiteimagesclinicalpicffilariasisfilariasis4jpg.jpg,86,4,2,a5ab69f0fec47fd134571b4ed4077e0d,0.9610471985102512,0.0004732607666824,dark
11680,de70e5312cdd170083f0635e1571f4ca,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/psoriasis/psoriasis84.jpg,httpwwwdermaamincomsiteimagesclinicalpicppsoriasispsoriasis84jpg.jpg,86,4,2,de70e5312cdd170083f0635e1571f4ca,1.0341127806575112,0.0002945508100147,light
1142,6b2d3caada6c1360a4b29b0dde75552c,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/p/pityriasis_rubra_pilaris/pityriasis_rubra_pilaris7.jpg,httpwwwdermaamincomsiteimagesclinicalpicppityriasisrubrapilarispityriasisrubrapilaris7jpg.jpg,80,4,2,6b2d3caada6c1360a4b29b0dde75552c,1.0341127806575112,0.0002945508100147,light
791,402710d6e3faf2056bde80b7436f2a3a,6,6,4,inflammatory,non-neoplastic,1 Diagnostic,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis3.jpg,httpwwwdermaamincomsiteimagesclinicalpicttungiasistungiasis3jpg.jpg,108,4,2,402710d6e3faf2056bde80b7436f2a3a,0.8748650776068891,0.0018867924528301,dark
7,9dc73230c77ab5c58dc1f11caef39ea2,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare41.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare41jpg.jpg,34,4,2,9dc73230c77ab5c58dc1f11caef39ea2,1.0341127806575112,0.0002945508100147,light
1496,8331cd7274d9f613e4f6fd6bac5526e7,3,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/lupus-pernio/lupus-pernio8.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlupusperniolupuspernio8jpg.jpg,91,4,2,8331cd7274d9f613e4f6fd6bac5526e7,1.0162008279234411,0.0004206983592763,light
2219,406848482bcec41add3568109e818d3f,3,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/generalised_pustular_psoriasis/generalised_pustular_psoriasis17.jpg,httpwwwdermaamincomsiteimagesclinicalpicggeneralisedpustularpsoriasisgeneralisedpustularpsoriasis17jpg.jpg,86,4,2,406848482bcec41add3568109e818d3f,1.0162008279234411,0.0004206983592763,light
3048,fa06ba041c89f2f800cd81db3908837f,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/sarcoidosis-of-the-skin-plaque-form/sarcoidosis-of-the-skin-plaque-form10.jpg,httpwwwdermaamincomsiteimagesclinicalpicssarcoidosisoftheskinplaqueformsarcoidosisoftheskinplaqueform10jpg.jpg,91,4,2,fa06ba041c89f2f800cd81db3908837f,1.049710400126734,0.0004878048780487,light
10366,390e60e36c2fc4f2bfcb1227aee18246,3,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/r/rudimentary_polydactyly/rudimentary_polydactyly10.jpg,httpwwwdermaamincomsiteimagesclinicalpicrrudimentarypolydactylyrudimentarypolydactyly10jpg.jpg,20,4,2,390e60e36c2fc4f2bfcb1227aee18246,1.0162008279234411,0.0004206983592763,light
13158,4d182c09146b8dbf243ac83b53fc7788,5,4,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=3242,httpwwwatlasdermatologicocombrimgimageId3242.jpg,64,4,2,4d182c09146b8dbf243ac83b53fc7788,0.9123066013448348,0.0008149959250203,dark
9830,17d220d256211aeff23230af4f1bc977,1,5,5,malignant cutaneous lymphoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide21.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmycosisfongoidemycosisfongoide21jpg.jpg,60,5,1,17d220d256211aeff23230af4f1bc977,0.8775868429803475,0.0022075055187637,light
759,6b6381ebe706b646414c6afc0116eade,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris152.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris152jpg.jpg,2,4,2,6b6381ebe706b646414c6afc0116eade,1.0341127806575112,0.0002945508100147,light
5884,e52b7a2a09b2c6958619bb9e4357abae,2,3,0,benign dermal,benign,,https://www.dermaamin.com/site/images/clinical-pic/e/essential_telangiectasias/essential_telangiectasias4.jpg,httpwwwdermaamincomsiteimagesclinicalpiceessentialtelangiectasiasessentialtelangiectasias4jpg.jpg,105,0,0,e52b7a2a09b2c6958619bb9e4357abae,0.9666073842531664,0.0014903129657228,light
9905,c09fb3c127f9ce960a9f4a78f7e4c097,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/systemic-lupus-erythematosus/systemic-lupus-erythematosus35.jpg,httpwwwdermaamincomsiteimagesclinicalpicssystemiclupuserythematosussystemiclupuserythematosus35jpg.jpg,52,4,2,c09fb3c127f9ce960a9f4a78f7e4c097,1.049710400126734,0.0004878048780487,light
13788,ea7bb459f4d760b76a832012ddd9356f,4,5,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6694,httpwwwatlasdermatologicocombrimgimageId6694.jpg,95,4,2,ea7bb459f4d760b76a832012ddd9356f,0.9610471985102512,0.0004732607666824,dark
3198,4acfda3bd71b6dc1098d5a814f2a17c1,3,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/e/erythema_multiforme/erythema_multiforme167.jpg,httpwwwdermaamincomsiteimagesclinicalpiceerythemamultiformeerythemamultiforme167jpg.jpg,28,4,2,4acfda3bd71b6dc1098d5a814f2a17c1,1.0162008279234411,0.0004206983592763,light
7902,23587a8b13e010abc80d2119fd7c4953,3,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/a/acne_vulgaris/acne_vulgaris44.jpg,httpwwwdermaamincomsiteimagesclinicalpicaacnevulgarisacnevulgaris44jpg.jpg,2,4,2,23587a8b13e010abc80d2119fd7c4953,1.0162008279234411,0.0004206983592763,light
13456,ff6974b6616a4dd141ddc16a5c80d4c0,4,3,4,inflammatory,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=6177,httpwwwatlasdermatologicocombrimgimageId6177.jpg,32,4,2,ff6974b6616a4dd141ddc16a5c80d4c0,0.9610471985102512,0.0004732607666824,dark
6508,cba5ca62cf895aaadacf87f06bafcc06,2,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/g/granuloma_annulare/granuloma_annulare37.jpg,httpwwwdermaamincomsiteimagesclinicalpicggranulomaannularegranulomaannulare37jpg.jpg,34,4,2,cba5ca62cf895aaadacf87f06bafcc06,1.0341127806575112,0.0002945508100147,light
2260,48fdaaa79d8a063055bfef150715557e,2,2,5,malignant cutaneous lymphoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/m/mycosis-fongoide/mycosis-fongoide92.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmycosisfongoidemycosisfongoide92jpg.jpg,60,5,1,48fdaaa79d8a063055bfef150715557e,0.8741153030106127,0.0013477088948787,light
10006,1b63aa61865f4723c94fe228b6301b5f,4,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tungiasis/tungiasis42.jpg,httpwwwdermaamincomsiteimagesclinicalpicttungiasistungiasis42jpg.jpg,108,4,2,1b63aa61865f4723c94fe228b6301b5f,0.9610471985102512,0.0004732607666824,dark
7008,2c958c87442efd8c6c458e97bb4bdd66,5,4,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/morphea/morphea67.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmorpheamorphea67jpg.jpg,93,4,2,2c958c87442efd8c6c458e97bb4bdd66,0.9123066013448348,0.0008149959250203,dark
4949,885fab2a8962217b1711f1349a39b3fb,3,3,3,genodermatoses,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/t/tuberous_sclerosis/tuberous_sclerosis23.jpg,httpwwwdermaamincomsiteimagesclinicalpicttuberoussclerosistuberoussclerosis23jpg.jpg,107,3,2,885fab2a8962217b1711f1349a39b3fb,1.0162008279234411,0.0004206983592763,light
12295,fcf77b81ace65aeb4e5ae8a24e0bdf69,3,3,3,genodermatoses,non-neoplastic,,http://atlasdermatologico.com.br/img?imageId=2389,httpwwwatlasdermatologicocombrimgimageId2389.jpg,36,3,2,fcf77b81ace65aeb4e5ae8a24e0bdf69,1.0162008279234411,0.0004206983592763,light
4809,8211416ba87e05e21bb976d6852b38a7,2,2,8,malignant melanoma,malignant,,https://www.dermaamin.com/site/images/clinical-pic/L/lentigo-maligna/lentigo-maligna73.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlentigomalignalentigomaligna73jpg.jpg,46,8,1,8211416ba87e05e21bb976d6852b38a7,0.8741153030106127,0.0013477088948787,light
7308,3b4bde58624dc606b775dcb6557cf002,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/n/neonatal-lupus-erythematosus/neonatal-lupus-erythematosus19.jpg,httpwwwdermaamincomsiteimagesclinicalpicnneonatallupuserythematosusneonatallupuserythematosus19jpg.jpg,51,4,2,3b4bde58624dc606b775dcb6557cf002,1.0341127806575112,0.0002945508100147,light
2065,a4b6a37c1857933d3ba54ad983c9cf84,2,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/L/langerhans-cell-histiocytosis/langerhans-cell-histiocytosis38.jpg,httpwwwdermaamincomsiteimagesclinicalpicLlangerhanscellhistiocytosislangerhanscellhistiocytosis38jpg.jpg,45,4,2,a4b6a37c1857933d3ba54ad983c9cf84,1.0341127806575112,0.0002945508100147,light
3646,933807281f18fb3b593ff64ee1ebc3fb,4,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/scabies/scabies76.jpg,httpwwwdermaamincomsiteimagesclinicalpicsscabiesscabies76jpg.jpg,92,4,2,933807281f18fb3b593ff64ee1ebc3fb,0.9610471985102512,0.0004732607666824,dark
997,142c168ae1b8aaf9109dea4f47bd29cd,4,3,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/v/vitiligo/vitiligo52.jpg,httpwwwdermaamincomsiteimagesclinicalpicvvitiligovitiligo52jpg.jpg,111,4,2,142c168ae1b8aaf9109dea4f47bd29cd,0.9610471985102512,0.0004732607666824,dark
1233,ca1a2120b786c8f555f0a7fb5226a576,4,5,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/s/stephen-johnson-syndrome/stephen-johnson-syndrome1.jpg,httpwwwdermaamincomsiteimagesclinicalpicsstephenjohnsonsyndromestephenjohnsonsyndrome1jpg.jpg,100,4,2,ca1a2120b786c8f555f0a7fb5226a576,0.9610471985102512,0.0004732607666824,dark
13881,15c17dd8690a6396dc5c85f0bf63d0db,2,2,7,malignant epidermal,malignant,,http://atlasdermatologico.com.br/img?imageId=6776,httpwwwatlasdermatologicocombrimgimageId6776.jpg,98,7,1,15c17dd8690a6396dc5c85f0bf63d0db,0.8741153030106127,0.0013477088948787,light
1431,13e27cd3114abb74f2321ee34e5417ba,2,2,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/m/malassezia_folliculitis/malassezia_folliculitis2.jpg,httpwwwdermaamincomsiteimagesclinicalpicmmalasseziafolliculitismalasseziafolliculitis2jpg.jpg,32,4,2,13e27cd3114abb74f2321ee34e5417ba,1.0341127806575112,0.0002945508100147,light
6031,2a7934d7b00777b6b45b5012d2f3714f,1,1,4,inflammatory,non-neoplastic,,https://www.dermaamin.com/site/images/clinical-pic/u/urticaria-pigmentosa/urticaria-pigmentosa108.jpg,httpwwwdermaamincomsiteimagesclinicalpicuurticariapigmentosaurticariapigmentosa108jpg.jpg,110,4,2,2a7934d7b00777b6b45b5012d2f3714f,1.049710400126734,0.0004878048780487,light
